length,number_of_hashtags,number_of_mentions,likes_received,retweets_received,sentiment_polarity,sentiment.subjectivity,time
138,0,0,73897,15675,0.25,0.2,12
144,0,0,95491,18996,0.20166666666666666,0.3783333333333333,11
140,0,0,60464,12234,0.5,0.4666666666666666,11
144,0,0,68245,15568,0.0,0.4642857142857143,11
135,0,1,79643,23145,-0.2875,0.525,11
138,0,0,89080,17099,0.3666666666666667,0.39166666666666666,22
140,0,0,31933,6698,0.5,0.5,19
66,0,0,99481,19287,0.5549999999999999,0.66,14
140,0,0,68278,15413,0.0,0.3125,14
143,0,0,64095,14357,-0.2916666666666667,0.36388888888888893,14
140,0,0,59863,14259,0.25,0.875,13
140,0,0,60934,13627,-0.1875,0.7,12
142,0,0,83247,20778,-0.6999999999999998,0.6666666666666666,12
142,0,0,72983,17594,-0.1,0.0,23
132,0,0,89680,17479,0.8125,0.9099999999999999,12
142,0,0,117762,25101,0.0,0.75,11
129,0,0,117469,25076,0.4666666666666666,0.5499999999999999,11
139,0,0,125286,27902,-0.234375,0.775,12
144,0,0,109705,23892,0.3125,0.55,12
77,0,1,48120,7923,0.5,0.5,11
140,0,0,79006,17492,0.11111111111111109,0.27777777777777773,00
140,0,0,78288,16183,0.0,1.0,00
140,0,0,71515,13701,0.3833333333333333,0.611111111111111,23
128,0,1,67347,17281,0.1,0.55,22
139,0,0,101724,23073,0.17500000000000002,0.2333333333333333,21
140,0,0,100298,24259,-0.19999999999999998,0.5333333333333333,20
137,0,0,84260,25320,-0.4,0.7,19
108,0,0,48213,11197,0.0,0.8,16
133,0,0,95415,21241,-0.04749999999999999,0.46,13
52,0,0,54906,15923,0.0,0.0,13
116,0,1,0,5613,0.0,0.0,13
136,0,0,211127,69808,-0.07222222222222223,0.41111111111111115,12
138,0,0,92068,20211,0.0625,1.0,12
139,0,0,70667,15568,0.020833333333333332,0.4000000000000001,11
87,0,0,73197,14190,0.9,0.875,23
137,0,0,64537,16010,0.0,0.0,21
141,0,3,36865,7164,0.0,0.0,18
71,0,2,49238,13136,0.0,0.0,18
134,0,0,108023,29692,0.1375,0.55,10
130,0,0,75102,15247,0.26785714285714285,0.42857142857142855,10
139,0,0,71698,15960,-0.09999999999999999,0.5555555555555555,10
142,0,1,54737,13000,0.35000000000000003,0.6944444444444443,05
137,1,1,51950,9896,0.4151785714285714,0.5339285714285714,03
139,0,0,90790,21021,-0.12000000000000002,0.808,02
136,0,0,55128,12886,1.0,0.75,01
146,1,2,49920,10995,0.8,0.75,20
99,0,3,0,8567,0.5,0.5,12
60,0,1,72395,23766,0.0,0.0,12
131,0,0,87266,26000,-0.35,0.7,11
138,0,0,119696,41081,-0.625,1.0,11
134,0,0,72060,13485,0.08333333333333333,0.4777777777777778,10
141,0,1,83429,19248,-0.5,0.6,03
121,1,2,44424,10550,0.2784722222222222,0.5805555555555556,23
135,2,0,57627,14377,0.0,0.0,22
89,1,0,70083,18188,0.25,0.30000000000000004,22
71,0,1,98069,22889,0.10000000000000002,0.26666666666666666,20
142,0,0,42175,11905,-0.17500000000000002,0.3916666666666666,19
142,0,1,36624,7497,0.8,0.9,18
142,0,1,44014,9010,0.525,0.6666666666666666,16
145,1,0,43526,10579,0.0,0.2,15
143,0,0,60613,13008,0.5,1.0,13
122,0,0,98817,25321,-0.17500000000000002,0.6166666666666667,11
139,0,0,100843,24348,0.5,0.75,11
137,0,0,93976,25352,0.5,0.525,10
133,0,0,60379,14070,0.0,1.0,10
140,0,0,73243,19736,0.0,0.0,10
140,0,0,85731,24265,0.13,0.48,10
141,0,0,64024,18253,0.45,0.75,02
145,0,1,42531,9713,0.0,0.0,00
28,0,0,63419,17093,0.125,1.0,23
56,0,0,103682,30745,0.0,0.0,23
126,0,0,72441,16771,0.0,0.0,21
138,0,4,63695,16180,-0.3333333333333333,0.8666666666666667,21
144,0,0,37513,6749,0.9,0.825,18
144,0,0,25252,4368,0.36818181818181817,0.725,17
124,1,0,45837,11460,0.3416666666666667,0.5333333333333333,16
138,0,0,49886,8681,0.7083333333333334,0.625,12
92,0,1,0,7779,0.0,0.0,11
142,0,0,65455,12276,0.8625,0.9125,23
100,0,0,150349,34739,0.0,0.175,13
126,0,0,96210,19557,0.625,0.5,12
144,0,0,92187,20121,0.16666666666666666,0.26666666666666666,12
138,0,0,76553,21026,-0.1375,0.6,12
84,0,0,57266,12931,0.4375,0.8,12
139,0,1,57792,12910,0.08522727272727272,0.3,12
142,0,1,0,5632,0.0,0.0,00
150,0,2,0,5930,0.0,0.0,00
147,0,0,76963,14854,0.3234848484848485,0.48484848484848486,13
148,0,1,60293,12811,0.2,0.6,13
142,0,4,0,4514,0.35714285714285715,0.5714285714285714,23
160,1,4,0,5860,0.0,0.0,21
142,0,2,0,7983,0.525,0.5,21
132,0,0,70648,15975,-0.19444444444444448,0.2888888888888889,21
137,0,0,117556,22720,0.6416666666666667,0.9166666666666666,11
138,0,0,83635,18338,0.0,0.0,11
128,0,1,0,11391,0.0,0.0,11
142,0,3,0,6950,0.0,0.0,11
128,0,3,0,5209,0.0,0.0,11
138,0,1,67821,16010,0.38571428571428573,0.5071428571428571,01
139,0,0,60833,12353,-0.05833333333333335,0.39999999999999997,01
144,0,0,68499,15834,0.26785714285714285,0.6428571428571429,01
136,0,0,53901,11273,0.375,0.35,01
136,0,0,69502,14123,0.3333333333333333,0.3666666666666667,00
46,1,0,41161,10608,0.0,0.0,22
144,0,0,66063,17538,0.0,0.0,18
107,0,0,48382,11391,0.0,0.0,17
102,1,0,79529,21089,0.0,0.0,17
142,0,0,72697,16626,0.4833333333333334,0.7999999999999999,16
134,0,0,62889,11904,0.06250000000000011,0.8333333333333333,12
140,0,0,92253,22749,-0.046666666666666676,0.4666666666666666,11
124,0,0,75567,15386,0.1416666666666667,0.44166666666666665,11
112,0,0,51214,11817,-0.3333333333333333,0.688888888888889,11
105,0,1,0,15581,0.0,0.7333333333333334,11
136,0,0,63593,14119,0.0,1.0,09
137,0,0,68333,16468,0.4,0.375,01
138,0,2,86848,22277,-0.45,0.55,00
78,1,0,49801,10967,1.0,1.0,20
146,0,0,67977,15590,0.7,0.9,18
136,0,0,51789,12832,0.125,0.1,17
77,0,0,79999,16840,-0.3125,0.75,12
144,0,0,64537,13374,0.125,0.5666666666666667,11
140,0,0,50735,10142,0.2,0.2,10
140,0,0,47192,10169,0.20357142857142857,0.5446428571428572,10
79,0,2,37583,6719,1.0,0.75,10
94,0,3,0,10361,0.5,0.5,00
142,0,0,60510,13494,0.4,0.7,00
138,0,0,87141,20245,-0.0875,0.6166666666666667,00
80,0,2,31681,5603,0.5,0.5,23
146,0,0,56376,12246,0.7,0.9,23
73,0,2,57522,10361,0.5,0.5,21
127,2,0,27967,5103,0.17045454545454544,0.5,21
141,0,0,113468,19010,0.26666666666666666,0.35555555555555557,19
138,0,0,98418,23191,-0.2916666666666666,0.7222222222222222,13
137,0,1,73177,18822,-0.11607142857142858,0.75,13
140,0,0,104725,20332,0.4,0.875,10
144,0,0,83933,19330,0.0625,0.675,10
140,0,0,73893,15357,0.2333333333333333,0.9666666666666667,10
125,1,0,54631,11174,0.0,1.0,10
140,0,0,79096,18128,0.0,0.0,10
140,0,0,76697,15871,0.22000000000000003,0.73,01
138,0,0,69029,15999,-0.22499999999999998,0.75,01
142,1,1,65700,14047,0.8,0.75,23
62,0,2,0,8283,0.0,0.0,13
138,0,1,61920,14625,0.5,0.4,12
140,0,0,57992,11368,0.5175,0.5700000000000001,12
130,0,0,94990,20051,-0.8749999999999998,0.6666666666666666,10
140,0,0,99003,22430,0.5,0.6166666666666667,10
140,0,0,86048,22148,0.4,0.6,10
124,0,0,137915,32586,0.0,0.5625,10
123,0,2,0,16690,0.725,0.925,02
140,0,0,165125,34307,-0.25,0.25,01
94,1,0,68584,16362,0.0,0.0,18
139,0,1,108384,20671,0.0875,0.5125,11
144,0,0,106847,21397,0.0,0.0,10
133,0,1,75009,14600,-0.3125,0.4,23
122,1,0,77359,19824,0.03125,0.35,23
143,0,0,80049,18363,0.0,0.0,20
87,0,1,0,4550,0.4333333333333333,0.7333333333333333,19
116,0,0,65783,11582,0.04583333333333333,0.30874999999999997,19
126,0,2,133875,27883,0.8,1.0,18
131,0,0,65848,13674,0.35,0.575,14
140,0,0,61105,12843,0.075,0.375,14
140,0,0,69532,15202,-0.4,0.4,13
56,2,0,36369,6535,0.0,0.0,13
141,0,1,0,18175,0.3333333333333333,0.4166666666666667,12
102,0,0,75389,12102,0.35625,0.3375,21
48,0,0,59931,12631,0.25,0.2,20
133,0,0,75312,17650,-0.18888888888888888,0.8666666666666667,19
139,0,0,72243,17764,0.0,1.0,19
88,0,2,35610,7583,0.5,0.5,19
141,1,1,65932,14064,0.47500000000000003,0.4166666666666667,14
140,0,1,72971,15754,0.475,0.4,13
139,0,0,68808,12778,0.13333333333333333,0.4166666666666667,12
137,0,0,93214,18175,0.3333333333333333,0.4166666666666667,12
143,0,0,74858,14544,-0.103125,0.35,12
139,0,0,66551,12393,0.19708333333333333,0.6883333333333332,11
131,0,1,66725,13549,0.35,0.8,11
85,1,1,0,12104,0.0,0.0,02
146,0,3,0,8605,0.049999999999999996,0.14444444444444446,02
144,0,0,91998,25942,-1.0,1.0,01
139,0,1,78951,18664,-0.25,0.65,11
135,0,0,156210,36262,0.3125,0.5399999999999999,11
140,0,0,92466,23225,-0.125,0.6,10
34,0,0,59031,10805,0.0,0.0,10
138,0,0,99267,15268,1.0,1.0,10
142,0,1,0,6330,-0.5,0.75,10
150,0,4,0,10026,0.19047619047619047,0.35714285714285715,10
142,0,5,0,8279,0.0,0.5,10
106,0,1,0,11239,-0.5,1.0,10
141,0,0,110419,23481,0.125,0.41666666666666663,01
46,0,0,96399,23492,0.625,0.6,23
125,0,1,90538,13617,0.0,0.3,15
139,1,2,69243,18094,-0.0625,0.675,15
137,1,0,94753,21838,0.17638888888888887,0.47222222222222227,14
140,0,0,155617,38161,-0.13125,0.875,11
119,0,0,87636,14881,0.4,0.75,10
145,0,1,67137,14454,0.8,0.75,00
132,0,3,0,8560,0.0,0.0,00
141,0,1,0,11107,0.0,0.0,00
146,0,1,0,8305,0.16666666666666666,0.6666666666666666,00
142,0,1,0,8197,0.0,0.06666666666666667,00
144,0,2,0,14825,0.8,0.95,00
136,0,0,103601,16554,0.44166666666666665,0.5750000000000001,00
85,0,1,59433,12274,0.3635416666666667,0.4777777777777778,23
142,1,1,38881,7392,0.5125,0.5333333333333333,21
142,0,0,73927,13788,0.1,0.3,21
54,0,0,210990,43061,0.9,0.875,11
116,0,0,314489,74385,-1.0,1.0,11
100,1,1,69238,12108,1.0,0.75,01
135,0,0,186818,47223,-0.27999999999999997,0.44000000000000006,19
54,0,0,62311,13912,0.0,0.0,14
129,0,0,101590,25102,0.40625,0.75,14
137,0,0,75312,14094,0.375,0.6166666666666667,12
140,0,0,80037,15935,0.325,0.4625,12
140,0,0,81431,18189,-0.07333333333333332,0.58,12
142,1,1,0,17117,0.0,0.125,12
89,1,0,115782,31595,0.0,0.0,02
140,0,0,46923,7405,0.17500000000000002,0.43333333333333335,23
142,1,0,92859,31982,0.8,0.75,22
133,0,0,123985,27170,0.65,1.0,22
144,0,0,66610,12992,0.26666666666666666,0.75,22
137,0,0,76671,17514,0.6,0.475,20
134,0,0,67191,13867,-1.0,1.0,19
146,2,1,35737,7818,1.0,0.75,19
132,0,1,45942,9823,0.5,0.5,19
77,2,0,63086,15988,0.0,0.0,19
137,0,0,61976,12864,1.0,0.875,19
140,1,0,60248,13367,0.45,0.425,19
117,0,0,66054,13991,0.21180555555555555,0.49722222222222223,19
116,0,0,76442,16823,0.3666666666666667,0.8833333333333333,18
139,0,0,90594,24497,0.2708333333333333,0.5444444444444444,12
136,0,0,68614,13750,0.10416666666666666,0.5833333333333333,11
139,0,0,79862,20792,0.02812500000000001,0.7458333333333333,11
142,0,1,0,10838,0.2,0.30000000000000004,11
154,3,2,0,7058,0.0,0.0,11
114,3,1,0,7381,0.0,0.0,11
142,3,4,0,8680,0.0,0.0,11
136,0,0,61728,13609,0.18750000000000003,0.5208333333333334,11
136,0,0,68462,15546,0.4,0.9,11
140,0,0,55917,15412,-0.325,0.6125,11
138,0,0,69507,21717,-0.2025,0.6875,11
154,2,1,0,7569,0.0,0.0,01
170,1,2,0,7990,0.16,0.5399999999999999,01
110,1,1,0,4940,0.16,0.5399999999999999,01
145,1,2,0,5566,0.0,0.0,01
142,0,2,0,5967,0.0,0.0,01
125,1,4,0,2947,0.0,0.0,01
146,3,3,0,5493,0.0,0.0,01
142,0,2,4437,1519,0.6000000000000001,0.9,23
85,1,0,28839,6381,0.0,0.0,22
112,0,0,52755,11953,0.0,0.0,22
142,0,1,31115,6435,0.6,0.475,20
144,0,0,49888,10327,0.0,0.0,17
30,0,0,59240,11286,0.2,0.5399999999999999,13
143,0,0,72011,14046,-0.012499999999999983,0.5458333333333334,13
138,0,0,57207,11287,0.0,0.1,11
138,0,0,66766,15736,0.0,0.0,11
127,0,0,90729,21989,0.3125,0.2833333333333333,02
142,0,1,0,14371,0.5,0.9,01
138,0,0,64763,13490,0.5875,0.6208333333333333,00
142,0,1,0,9866,0.5583333333333333,0.7999999999999999,23
142,2,1,0,9668,0.6000000000000001,0.9,23
138,0,0,73410,14188,0.24583333333333332,0.5104166666666666,23
151,0,0,54354,10972,0.21250000000000002,0.6208333333333332,23
64,1,1,65845,14290,0.4,0.45,19
126,0,0,85866,17862,0.10714285714285714,0.5892857142857143,14
111,0,0,78432,17629,0.5333333333333333,0.7166666666666667,11
133,0,0,75427,17649,0.4,0.375,01
152,0,0,61176,14858,0.2857142857142857,0.5357142857142857,23
142,1,0,58601,10798,0.0,0.0,19
140,0,0,95579,18746,0.21666666666666667,0.4444444444444444,13
144,0,2,66362,16374,0.0,0.0,13
140,0,0,64044,13225,0.0,0.0,11
143,0,0,54144,10044,0.3693181818181818,0.7090909090909091,11
137,0,0,91835,17279,0.0,0.0,11
140,1,0,63057,15209,0.3875,0.5125,10
142,0,0,87268,17539,0.47500000000000003,0.34166666666666673,02
142,0,0,145128,43472,1.0,1.0,01
144,0,0,54493,8703,0.5,0.42777777777777776,00
118,1,1,34054,6357,1.0,0.875,23
142,0,1,39460,8508,0.8,0.9,22
141,0,0,46745,8615,0.0,0.0,22
150,2,0,46482,10563,0.0,0.0,21
110,1,2,43341,6951,1.0,0.75,20
146,1,3,0,8234,0.3333333333333333,0.5,20
141,0,0,37773,6966,0.4,0.45,16
139,0,0,88294,19556,0.0,1.0,13
140,0,0,67044,13989,0.16944444444444443,0.5472222222222222,12
129,0,1,49607,12373,0.8,0.75,11
140,0,0,85116,15118,0.3125,0.35,10
140,0,0,112472,22269,-0.059999999999999984,0.4083333333333334,10
140,0,0,89709,18338,-0.3277777777777778,0.34444444444444444,10
146,0,0,77787,30021,0.15,0.3,01
137,1,0,40225,8259,0.0,0.5,00
136,0,0,43062,9031,-0.2333333333333333,0.4666666666666666,00
148,0,0,57688,13423,0.04,0.55,00
109,1,0,110841,26693,0.3333333333333333,1.0,22
139,0,0,106135,21954,0.35000000000000003,0.6666666666666666,22
138,1,1,64973,17196,0.0,0.75,22
142,0,1,0,21727,-0.05,0.05,13
18,1,0,205918,73578,0.0,0.0,13
143,0,0,83537,13997,0.2916666666666667,0.4444444444444444,11
136,0,0,204997,55523,0.0,0.0,11
140,0,0,136553,24342,0.08333333333333333,0.5499999999999999,11
139,0,0,171819,35846,0.34166666666666673,0.7277777777777779,11
133,0,0,97874,23116,0.5,0.5,23
134,0,0,172389,39833,1.0,1.0,22
140,0,0,62891,12462,0.0,0.1,22
129,0,0,197314,52356,0.6,0.5,19
139,1,2,0,22340,0.475,0.625,19
116,2,2,0,21450,0.0,0.0,19
129,0,0,160715,33276,0.5,0.375,18
137,0,0,134382,27325,0.2083333333333334,0.6722222222222222,18
135,0,0,156136,33405,-0.031111111111111135,0.47777777777777775,11
144,0,0,178229,44636,0.25,0.6,10
134,0,0,133482,36825,-0.020833333333333332,0.27499999999999997,03
140,0,0,154576,40521,0.13392857142857142,0.6607142857142857,22
139,0,0,104447,26707,0.0,0.0,22
140,0,0,97318,28615,0.225,0.30000000000000004,21
127,0,1,102125,18482,0.7875,0.7458333333333333,21
130,0,0,159910,41585,0.4,0.375,18
140,0,0,182230,46848,0.037500000000000006,0.2375,18
139,0,0,211518,63485,0.5,0.375,12
118,0,0,44842,6989,0.4375,0.4291666666666667,11
136,0,0,64212,14862,-0.4883333333333333,0.8466666666666667,11
86,0,0,57881,10378,0.875,0.6000000000000001,11
142,0,0,54392,10735,0.5033068783068783,0.47791005291005284,10
140,0,0,65796,16265,-0.09733333333333333,0.5895555555555555,10
143,0,0,86282,21980,-0.19444444444444448,0.2888888888888889,10
34,0,0,60270,8109,0.0,0.1,21
132,0,0,78152,13456,0.25,0.45,17
47,2,0,39962,9149,0.0,0.0,16
139,0,0,45687,7349,0.20000000000000004,0.45,11
136,0,0,89183,19415,-0.07499999999999996,0.5533333333333333,11
140,0,0,103953,26588,-0.09999999999999999,0.45,10
155,4,4,0,9656,0.0,0.0,10
135,1,1,0,5392,0.26666666666666666,0.4444444444444444,10
34,0,0,55881,10816,0.0,0.0,10
136,0,0,128867,40888,0.0,0.5,10
139,0,0,60552,14336,0.0,0.1125,10
45,0,0,73799,12062,0.0,0.1,22
132,0,0,43443,6900,0.375,0.45,22
142,0,0,67978,17841,0.11818181818181818,0.42727272727272725,17
126,1,0,44551,8944,1.0,0.75,16
132,1,0,30977,6321,0.5681818181818181,0.7272727272727273,15
126,2,0,35194,6684,0.0,0.0,15
95,1,1,57857,11786,0.625,0.5,03
140,0,0,56583,11318,0.225,0.15000000000000002,01
140,0,0,53792,10141,0.04722222222222221,0.31805555555555554,00
135,0,0,74909,17980,0.8,0.75,23
148,0,0,43699,7394,-0.0027116402116402114,0.4432539682539683,22
138,0,0,51675,11930,0.21212121212121213,0.3181818181818182,22
146,0,2,0,7895,0.0,0.0,19
145,0,0,43124,9358,0.4,0.375,19
146,0,0,34567,6833,-0.2916666666666667,0.5416666666666666,17
142,0,0,43161,8567,0.8,0.75,15
144,0,0,47569,8002,0.2833333333333333,0.4166666666666667,12
140,0,0,59401,12860,0.125,0.4,12
139,0,0,49033,10083,0.2333333333333333,0.5499999999999999,12
144,0,2,0,22356,0.15,0.3,11
39,0,1,39149,5830,1.0,0.75,11
142,0,2,0,7805,0.0,0.0,10
54,0,0,58429,12329,0.25,0.2,10
122,1,3,0,11632,0.0,0.0,10
126,0,0,82718,21751,0.0,0.1,10
115,0,0,56468,10548,0.45,0.4366666666666667,10
146,0,2,0,9428,-0.25,0.75,10
76,3,1,0,4277,0.0,0.0,10
145,0,5,0,3885,0.0,0.0,09
139,0,0,115583,25955,-0.5666666666666665,0.5777777777777778,02
43,0,0,51028,8865,0.75,1.0,02
140,0,0,70066,13505,0.48750000000000004,0.6125,02
112,0,0,86096,18593,-0.09343434343434344,0.6654040404040403,02
60,0,1,30392,6731,0.35,0.65,01
143,2,0,57176,11307,0.8,0.75,22
79,0,0,188954,52659,0.0,0.0,20
131,2,0,67265,17051,0.35,0.55,19
151,0,0,82309,23478,0.25,0.475,17
142,0,2,0,9418,0.13125,0.50625,11
129,0,0,79829,13892,0.4,0.41000000000000003,11
48,2,0,37313,8126,0.0,0.0,04
142,0,0,60244,19008,0.18333333333333335,0.31666666666666665,04
142,0,1,38797,7629,0.8,0.75,03
141,1,1,51125,11861,0.35,0.55,23
137,0,1,73479,13455,0.3333333333333333,0.35000000000000003,16
145,1,1,37544,8840,0.16666666666666669,0.2833333333333333,16
49,0,1,50728,9611,1.0,1.0,13
56,0,1,62319,12441,1.0,1.0,13
142,0,1,0,21144,0.18333333333333335,0.26666666666666666,13
141,0,1,0,24231,-0.04999999999999999,0.75,13
134,1,0,67546,13758,0.15000000000000002,0.55,13
125,0,1,0,5573,0.3,0.1,12
39,0,0,69016,14773,1.0,0.75,12
106,1,2,0,41535,0.6000000000000001,0.9,12
59,0,2,0,7104,0.0,0.0,12
59,0,2,0,3503,0.0,0.0,12
59,0,2,0,9080,0.0,0.0,12
142,0,2,0,7644,0.2875,0.85,12
59,0,2,0,5955,0.0,0.0,12
138,1,1,0,7546,0.5,0.5,12
34,0,0,36801,6200,0.0,0.0,11
137,0,0,146022,43096,-0.3083333333333333,0.37777777777777777,11
140,0,0,51600,9472,0.3125,0.5375,11
139,0,0,55159,9880,0.31666666666666665,0.3333333333333333,23
138,0,0,82495,16227,0.7083333333333334,0.6166666666666667,22
142,0,1,89938,21541,0.5,0.5,23
140,0,0,56820,14835,0.0,0.0,22
124,0,0,65891,14704,-1.0,1.0,20
142,0,0,52088,13104,-0.05,0.07500000000000001,19
139,0,1,115624,32744,0.8,0.75,16
46,0,0,42146,10745,0.0,0.0,16
79,0,0,76060,19135,0.0,0.0,13
137,0,0,110352,27825,-0.4374999999999999,0.3833333333333333,11
144,0,0,100316,21460,-0.16666666666666666,0.5222222222222223,11
138,0,0,105394,24231,-0.039999999999999994,0.62,10
144,0,0,96679,21144,0.33055555555555555,0.3444444444444444,10
140,0,0,108647,28782,-0.8928571428571429,0.8571428571428571,10
139,0,0,53071,12408,-0.41666666666666663,1.0,10
146,0,0,57800,12214,-0.07142857142857142,0.21428571428571427,00
142,0,0,53421,13691,0.0,0.0,21
144,0,0,64363,13144,0.35,0.6,19
107,0,0,72484,17234,-0.18154761904761907,0.37797619047619047,19
140,0,0,58656,11245,-0.75,0.75,19
131,0,0,60044,10061,0.03500000000000001,0.65,19
139,0,0,66646,10655,0.375,0.3958333333333333,11
140,0,0,52893,10751,0.30000000000000004,0.5,10
140,0,0,81973,18117,0.22499999999999998,0.3333333333333334,10
140,0,0,104216,23801,0.11818181818181818,0.32727272727272727,10
138,0,0,63946,17253,-0.05555555555555555,0.4666666666666666,10
140,0,0,93231,20952,0.05833333333333333,0.2972222222222223,02
138,0,0,112723,25855,0.0,0.1,02
134,0,0,75828,17723,0.5,0.7,02
107,0,0,92868,20046,0.625,0.5,12
133,0,0,86593,14681,0.5875,0.6458333333333334,11
136,0,0,79992,17707,0.25,0.6,11
142,0,0,51964,13826,0.8,0.825,20
117,0,0,110364,16796,0.0,0.0,18
140,0,0,84376,14617,0.10710034013605442,0.5590136054421768,13
140,1,0,106147,23923,0.045833333333333316,0.7833333333333333,12
142,2,3,0,7582,0.8,0.75,12
91,1,0,132474,36304,0.0,0.0,18
36,1,0,81181,19092,0.0,0.0,18
146,0,1,0,5458,0.1,0.4,10
146,1,3,0,6301,-0.16666666666666666,0.8333333333333333,10
146,2,1,0,4365,0.0,0.0,10
138,0,1,0,9094,0.5,0.6,10
146,1,1,0,6671,0.5,0.5,10
115,0,2,0,11295,0.5,0.6,10
142,2,3,0,5190,0.8,0.75,10
89,1,2,0,2791,0.0,0.0,10
142,1,1,0,5609,0.78125,0.5,10
113,0,0,124831,24775,0.525,0.75,02
141,0,1,44449,11244,0.0,0.0,00
144,0,0,63945,14934,-0.3,0.75,21
146,0,0,48724,16155,0.0,0.0,15
136,0,0,125881,28788,0.0,0.0,00
138,1,0,67407,20886,0.0,0.0,15
136,0,0,78586,20484,0.625,0.5,12
140,0,0,62544,14694,0.5875,0.825,12
144,0,0,69740,17349,-0.5125,0.8,12
136,0,0,99892,20391,0.50625,0.5166666666666666,12
140,0,0,62970,14174,0.16999999999999998,0.58,12
141,1,0,79124,15644,0.46444444444444444,0.7577777777777778,01
136,1,0,66674,19070,0.0,0.0,00
146,0,0,41701,10063,0.5,0.5,20
142,0,0,55154,13734,0.0,0.0,19
142,0,1,31157,7686,1.0,0.9,18
132,0,0,77793,20017,-0.0625,0.1,13
140,0,2,0,5305,0.0,0.0,12
142,0,1,0,7152,0.125,0.225,12
142,0,2,0,7807,0.0,0.0,12
51,0,0,46386,12386,1.0,0.75,12
140,1,0,80927,16414,0.5041666666666667,0.775,12
150,0,0,59907,15167,0.0,0.0,01
146,0,0,69020,17067,0.2,0.2,00
141,0,4,33014,6449,0.0,0.0,00
146,0,0,42342,8867,0.75,0.8166666666666668,23
147,0,0,71360,17926,0.0,0.0,19
154,0,0,49901,14525,0.0,0.0,17
150,0,2,0,11409,0.3181818181818182,0.6439393939393939,11
59,0,0,59035,13162,0.0,0.0,10
138,0,0,108536,5227,0.4375,0.55,10
136,0,0,88844,17553,0.0,0.0,10
139,0,0,91236,23922,-0.625,0.5,00
140,0,0,102530,23986,0.0,0.0,20
146,0,2,0,17369,0.15625,0.16666666666666666,12
144,0,0,123218,32782,0.2,0.55,12
142,0,1,0,5620,-0.06583333333333334,0.5408333333333333,12
42,0,0,102608,25524,0.25,0.5,12
19,0,0,98156,25960,0.0,0.1,02
139,1,0,119440,27024,0.2,0.225,16
132,0,0,168531,46110,-0.125,0.375,16
128,0,0,127102,27081,-0.024999999999999994,0.29500000000000004,16
139,0,0,92290,25330,0.0,1.0,11
140,0,0,91868,23771,0.3041666666666667,0.4166666666666667,11
139,0,0,92982,27870,-0.11249999999999999,0.5666666666666668,11
142,0,1,78607,19361,0.375,0.35,05
71,0,0,130137,33005,0.0,0.0,03
144,0,0,89908,15243,0.2,0.3125,02
100,0,0,68614,13797,0.44166666666666665,0.5833333333333334,02
59,0,2,0,25851,0.0,0.0,02
142,1,3,0,7526,0.0,0.0,02
77,0,3,0,9022,0.625,0.6,02
140,0,0,138906,42060,0.7125,0.675,01
142,0,0,108826,25800,-0.07142857142857142,0.21428571428571427,16
142,0,2,77861,14803,0.2857142857142857,0.5357142857142857,13
146,1,2,61974,13242,1.0,0.75,00
132,0,0,98673,17002,0.4166666666666667,0.3611111111111111,00
34,0,0,94149,17693,0.0,0.0,23
142,2,0,77868,24489,0.0,0.0,19
143,0,0,96780,18236,0.18472222222222223,0.3819444444444445,12
113,0,0,68699,13680,0.2708333333333333,0.3111111111111111,12
140,0,0,74971,13824,0.5875,0.6875,12
130,0,0,134627,42550,0.225,0.6333333333333333,11
110,1,0,121183,31437,1.0,0.9,20
142,0,2,0,7173,0.0,0.125,12
142,2,1,0,8477,0.05,0.3,01
148,0,0,100160,22831,0.31666666666666665,0.5777777777777778,01
146,0,1,0,10283,0.1,0.15,00
150,0,0,97947,26865,-0.07142857142857142,0.21428571428571427,19
92,0,0,82461,14045,-0.8749999999999998,0.6666666666666666,13
135,1,0,107943,28298,-0.6375000000000001,0.4,13
144,0,0,116998,24574,0.5833333333333334,0.5277777777777778,13
115,0,0,109421,14399,0.0,0.0,12
43,0,1,0,15114,0.0,0.0,16
136,0,2,79168,17075,0.5,0.5,12
22,0,0,141218,21798,0.0,0.0,12
108,1,2,0,7406,0.0,0.0,11
142,3,2,0,7406,0.0,0.5,11
142,0,1,0,5147,0.0,0.0,11
135,1,1,0,12615,0.2,0.2,13
121,0,1,0,12534,0.0,0.0,13
142,0,1,0,26977,-0.2,0.0,13
146,0,2,0,30666,-0.07777777777777779,0.6444444444444445,13
140,0,0,107813,22349,0.4083333333333334,0.4666666666666666,23
33,0,0,83766,15423,0.078125,0.5,14
127,1,0,54151,10954,0.0,0.0,14
144,0,0,81223,19001,-0.4,0.65,13
139,0,0,101455,26602,0.0,0.0,13
112,1,0,61962,13181,0.15625,1.0,13
140,0,0,67310,12389,0.6666666666666666,0.5,13
120,0,0,111165,22680,0.0,0.0,12
140,0,0,60967,10545,0.25,0.7125,12
139,0,0,78000,14092,0.8,0.75,12
72,0,0,55606,14322,0.6,0.68,11
132,0,0,91648,18320,0.6666666666666666,0.5833333333333334,22
115,1,0,72793,16886,1.0,0.75,19
140,1,0,76620,14461,1.0,0.75,11
138,1,1,55332,11001,0.25416666666666665,0.6805555555555557,11
142,0,1,0,6813,0.0,0.8,11
150,1,2,0,4586,0.0,0.0,11
83,0,0,46891,8805,0.75,0.625,11
